Record #:  0
Notes :


6/26/20192:23:20 PMRecord #:  0
Notes :


6/26/20192:23:20 PM
Codes Data

Status Bits	CH1	CH2	CH3	CH4	CH5	CH6	CH7	CH8	
FFFFFFFFFFC68340	0000236A	FFFFFFFFFFFFE20B	00000104	FFFFFFFFFFFFD851	FFFFFFFFFFFFC4C6	00001503	FFFFFFFFFFFFDE76	0000078F
FFFFFFFFFFC68340	0000236A	FFFFFFFFFFFFE20A	000000F5	FFFFFFFFFFFFD863	FFFFFFFFFFFFC4CB	00001508	FFFFFFFFFFFFDE67	0000079A
FFFFFFFFFFC68340	00002365	FFFFFFFFFFFFE213	00000100	FFFFFFFFFFFFD854	FFFFFFFFFFFFC4D1	00001508	FFFFFFFFFFFFDE6A	000007AC
FFFFFFFFFFC68340	00002378	FFFFFFFFFFFFE216	0000010A	FFFFFFFFFFFFD854	FFFFFFFFFFFFC4D1	000014F6	FFFFFFFFFFFFDE75	000007A4
FFFFFFFFFFC68340	00002388	FFFFFFFFFFFFE215	000000F0	FFFFFFFFFFFFD854	FFFFFFFFFFFFC4BF	00001509	FFFFFFFFFFFFDE80	000007A9
FFFFFFFFFFC69340	0000238D	FFFFFFFFFFFFE215	000000E9	FFFFFFFFFFFFD85D	FFFFFFFFFFFFC4CB	000014FA	FFFFFFFFFFFFDE73	000007C0
FFFFFFFFFFC68340	0000237D	FFFFFFFFFFFFE21B	000000FB	FFFFFFFFFFFFD859	FFFFFFFFFFFFC4DA	000014F6	FFFFFFFFFFFFDE73	0000079E
FFFFFFFFFFC68340	0000236C	FFFFFFFFFFFFE20A	00000109	FFFFFFFFFFFFD864	FFFFFFFFFFFFC4C1	0000150E	FFFFFFFFFFFFDE78	0000079C
FFFFFFFFFFC68340	00002376	FFFFFFFFFFFFE1FD	00000108	FFFFFFFFFFFFD86D	FFFFFFFFFFFFC4B9	00001513	FFFFFFFFFFFFDE82	000007AE
FFFFFFFFFFC68340	0000236D	FFFFFFFFFFFFE200	00000108	FFFFFFFFFFFFD851	FFFFFFFFFFFFC4D9	0000150B	FFFFFFFFFFFFDE8A	000007A4
FFFFFFFFFFC68340	0000237E	FFFFFFFFFFFFE20D	00000115	FFFFFFFFFFFFD84A	FFFFFFFFFFFFC4BB	0000150D	FFFFFFFFFFFFDE74	0000079A
FFFFFFFFFFC68340	0000236D	FFFFFFFFFFFFE222	000000FE	FFFFFFFFFFFFD83D	FFFFFFFFFFFFC4C5	0000150D	FFFFFFFFFFFFDE6F	000007A1
FFFFFFFFFFC68340	00002367	FFFFFFFFFFFFE219	00000106	FFFFFFFFFFFFD853	FFFFFFFFFFFFC4C0	00001517	FFFFFFFFFFFFDE8E	0000079D
FFFFFFFFFFC69340	00002370	FFFFFFFFFFFFE1FE	0000010C	FFFFFFFFFFFFD855	FFFFFFFFFFFFC4C6	00001512	FFFFFFFFFFFFDE7A	0000078F
FFFFFFFFFFC68340	00002376	FFFFFFFFFFFFE215	00000107	FFFFFFFFFFFFD85D	FFFFFFFFFFFFC4CD	00001507	FFFFFFFFFFFFDE80	0000079C
FFFFFFFFFFC68340	0000235E	FFFFFFFFFFFFE22B	00000113	FFFFFFFFFFFFD859	FFFFFFFFFFFFC4C9	000014FB	FFFFFFFFFFFFDE86	000007A6
FFFFFFFFFFC68340	00002363	FFFFFFFFFFFFE216	0000010B	FFFFFFFFFFFFD856	FFFFFFFFFFFFC4CB	000014EE	FFFFFFFFFFFFDE86	000007A7
FFFFFFFFFFC68340	00002364	FFFFFFFFFFFFE216	00000109	FFFFFFFFFFFFD855	FFFFFFFFFFFFC4C8	000014EE	FFFFFFFFFFFFDE97	000007A4
FFFFFFFFFFC68340	00002371	FFFFFFFFFFFFE21A	0000010C	FFFFFFFFFFFFD859	FFFFFFFFFFFFC4C2	000014FE	FFFFFFFFFFFFDE90	0000079A
FFFFFFFFFFC68340	0000237C	FFFFFFFFFFFFE208	00000102	FFFFFFFFFFFFD842	FFFFFFFFFFFFC4CA	000014F8	FFFFFFFFFFFFDE81	000007AB
FFFFFFFFFFC68340	0000237F	FFFFFFFFFFFFE20E	0000010E	FFFFFFFFFFFFD843	FFFFFFFFFFFFC4CE	000014F7	FFFFFFFFFFFFDE82	00000792
FFFFFFFFFFC69340	0000238E	FFFFFFFFFFFFE207	00000108	FFFFFFFFFFFFD858	FFFFFFFFFFFFC4CC	000014E6	FFFFFFFFFFFFDE78	00000798
FFFFFFFFFFC68340	00002397	FFFFFFFFFFFFE215	000000F6	FFFFFFFFFFFFD851	FFFFFFFFFFFFC4C6	000014F8	FFFFFFFFFFFFDE75	0000079C
FFFFFFFFFFC68340	00002381	FFFFFFFFFFFFE219	00000111	FFFFFFFFFFFFD853	FFFFFFFFFFFFC4CC	000014FA	FFFFFFFFFFFFDE73	0000078D
FFFFFFFFFFC68340	0000236D	FFFFFFFFFFFFE206	00000102	FFFFFFFFFFFFD849	FFFFFFFFFFFFC4C1	000014F3	FFFFFFFFFFFFDE72	00000794
FFFFFFFFFFC68340	00002379	FFFFFFFFFFFFE1FC	000000FC	FFFFFFFFFFFFD846	FFFFFFFFFFFFC4CC	000014FE	FFFFFFFFFFFFDE83	00000797
FFFFFFFFFFC68340	0000237C	FFFFFFFFFFFFE214	000000F8	FFFFFFFFFFFFD84B	FFFFFFFFFFFFC4D6	0000150D	FFFFFFFFFFFFDE8F	00000793
FFFFFFFFFFC68340	0000237C	FFFFFFFFFFFFE226	000000F9	FFFFFFFFFFFFD849	FFFFFFFFFFFFC4D8	00001508	FFFFFFFFFFFFDE7B	00000798
FFFFFFFFFFC68340	0000237D	FFFFFFFFFFFFE218	00000115	FFFFFFFFFFFFD843	FFFFFFFFFFFFC4BD	000014FA	FFFFFFFFFFFFDE7A	000007A4
FFFFFFFFFFC68340	00002383	FFFFFFFFFFFFE21F	0000010D	FFFFFFFFFFFFD84A	FFFFFFFFFFFFC4C6	00001505	FFFFFFFFFFFFDE98	0000079B
FFFFFFFFFFC69340	00002380	FFFFFFFFFFFFE206	00000105	FFFFFFFFFFFFD852	FFFFFFFFFFFFC4B7	00001516	FFFFFFFFFFFFDE92	0000079D
FFFFFFFFFFC68340	00002386	FFFFFFFFFFFFE202	00000116	FFFFFFFFFFFFD850	FFFFFFFFFFFFC4C2	00001503	FFFFFFFFFFFFDE85	00000795
FFFFFFFFFFC68340	00002381	FFFFFFFFFFFFE206	00000116	FFFFFFFFFFFFD859	FFFFFFFFFFFFC4C4	000014EE	FFFFFFFFFFFFDE94	000007A6
FFFFFFFFFFC68340	00002385	FFFFFFFFFFFFE21A	00000110	FFFFFFFFFFFFD84F	FFFFFFFFFFFFC4CC	000014E2	FFFFFFFFFFFFDE98	000007A6
FFFFFFFFFFC68340	00002384	FFFFFFFFFFFFE217	00000100	FFFFFFFFFFFFD85B	FFFFFFFFFFFFC4C0	000014F1	FFFFFFFFFFFFDE94	000007B0
FFFFFFFFFFC68340	0000237C	FFFFFFFFFFFFE205	000000F9	FFFFFFFFFFFFD839	FFFFFFFFFFFFC4B8	000014FD	FFFFFFFFFFFFDE88	000007A4
FFFFFFFFFFC68340	00002385	FFFFFFFFFFFFE1F9	00000104	FFFFFFFFFFFFD836	FFFFFFFFFFFFC4CE	0000150A	FFFFFFFFFFFFDE7C	000007A6
FFFFFFFFFFC68340	00002396	FFFFFFFFFFFFE204	000000F1	FFFFFFFFFFFFD85D	FFFFFFFFFFFFC4C9	00001505	FFFFFFFFFFFFDE66	00000795
FFFFFFFFFFC69340	0000238B	FFFFFFFFFFFFE204	00000103	FFFFFFFFFFFFD874	FFFFFFFFFFFFC4D0	000014F9	FFFFFFFFFFFFDE74	0000079A
FFFFFFFFFFC68340	0000237A	FFFFFFFFFFFFE204	00000100	FFFFFFFFFFFFD84E	FFFFFFFFFFFFC4C9	000014EE	FFFFFFFFFFFFDE7A	000007BB
FFFFFFFFFFC68340	00002374	FFFFFFFFFFFFE208	0000010D	FFFFFFFFFFFFD84C	FFFFFFFFFFFFC4D0	000014FC	FFFFFFFFFFFFDE7B	000007B8
FFFFFFFFFFC68340	00002372	FFFFFFFFFFFFE218	00000109	FFFFFFFFFFFFD83D	FFFFFFFFFFFFC4C7	000014EF	FFFFFFFFFFFFDE82	000007A5
FFFFFFFFFFC68340	0000236F	FFFFFFFFFFFFE212	00000103	FFFFFFFFFFFFD845	FFFFFFFFFFFFC4BD	00001509	FFFFFFFFFFFFDE7D	000007A4
FFFFFFFFFFC68340	0000236A	FFFFFFFFFFFFE20B	0000010C	FFFFFFFFFFFFD842	FFFFFFFFFFFFC4C7	000014FF	FFFFFFFFFFFFDE8C	000007B0
FFFFFFFFFFC68340	0000237A	FFFFFFFFFFFFE204	00000106	FFFFFFFFFFFFD83F	FFFFFFFFFFFFC4DA	0000150D	FFFFFFFFFFFFDE92	000007B3
FFFFFFFFFFC68340	00002376	FFFFFFFFFFFFE20D	0000010A	FFFFFFFFFFFFD866	FFFFFFFFFFFFC4DD	0000150D	FFFFFFFFFFFFDE93	000007A6
FFFFFFFFFFC69340	00002381	FFFFFFFFFFFFE220	00000116	FFFFFFFFFFFFD853	FFFFFFFFFFFFC4DC	00001503	FFFFFFFFFFFFDE84	0000079A
FFFFFFFFFFC68340	00002385	FFFFFFFFFFFFE214	00000112	FFFFFFFFFFFFD83C	FFFFFFFFFFFFC4D4	00001503	FFFFFFFFFFFFDE81	0000078D
FFFFFFFFFFC68340	00002372	FFFFFFFFFFFFE21A	00000107	FFFFFFFFFFFFD85E	FFFFFFFFFFFFC4DC	0000151C	FFFFFFFFFFFFDE94	00000794
FFFFFFFFFFC68340	0000234F	FFFFFFFFFFFFE22A	00000102	FFFFFFFFFFFFD85E	FFFFFFFFFFFFC4BF	00001512	FFFFFFFFFFFFDE99	0000079F
FFFFFFFFFFC68340	00002364	FFFFFFFFFFFFE22A	00000124	FFFFFFFFFFFFD845	FFFFFFFFFFFFC4D1	0000150D	FFFFFFFFFFFFDE7F	0000079D
FFFFFFFFFFC68340	00002380	FFFFFFFFFFFFE20F	00000111	FFFFFFFFFFFFD847	FFFFFFFFFFFFC4CE	00001508	FFFFFFFFFFFFDE89	00000795
FFFFFFFFFFC68340	00002374	FFFFFFFFFFFFE21D	00000100	FFFFFFFFFFFFD84C	FFFFFFFFFFFFC4CD	0000150C	FFFFFFFFFFFFDE7D	0000079A
FFFFFFFFFFC68340	0000235D	FFFFFFFFFFFFE210	0000010A	FFFFFFFFFFFFD85B	FFFFFFFFFFFFC4C0	00001514	FFFFFFFFFFFFDE7B	000007AE
FFFFFFFFFFC68340	00002358	FFFFFFFFFFFFE215	0000010F	FFFFFFFFFFFFD847	FFFFFFFFFFFFC4BB	0000150A	FFFFFFFFFFFFDE6E	000007AD
FFFFFFFFFFC69340	0000236D	FFFFFFFFFFFFE212	0000010F	FFFFFFFFFFFFD83F	FFFFFFFFFFFFC4D5	000014FE	FFFFFFFFFFFFDE71	00000793
FFFFFFFFFFC68340	0000236E	FFFFFFFFFFFFE21A	0000010A	FFFFFFFFFFFFD84E	FFFFFFFFFFFFC4D5	000014F8	FFFFFFFFFFFFDE6B	0000079A
FFFFFFFFFFC68340	00002375	FFFFFFFFFFFFE20E	00000111	FFFFFFFFFFFFD842	FFFFFFFFFFFFC4C8	00001505	FFFFFFFFFFFFDE7B	000007AA
FFFFFFFFFFC68340	0000237A	FFFFFFFFFFFFE221	0000011A	FFFFFFFFFFFFD853	FFFFFFFFFFFFC4C7	00001512	FFFFFFFFFFFFDE83	000007B3
FFFFFFFFFFC68340	00002370	FFFFFFFFFFFFE213	00000114	FFFFFFFFFFFFD84C	FFFFFFFFFFFFC4C4	00001514	FFFFFFFFFFFFDE83	000007A1
FFFFFFFFFFC68340	00002379	FFFFFFFFFFFFE21F	0000011E	FFFFFFFFFFFFD845	FFFFFFFFFFFFC4C9	0000150A	FFFFFFFFFFFFDE78	0000079A
FFFFFFFFFFC68340	0000236C	FFFFFFFFFFFFE224	00000116	FFFFFFFFFFFFD853	FFFFFFFFFFFFC4C2	00001502	FFFFFFFFFFFFDE63	000007A9
FFFFFFFFFFC68340	00002360	FFFFFFFFFFFFE218	00000120	FFFFFFFFFFFFD849	FFFFFFFFFFFFC4C2	00001502	FFFFFFFFFFFFDE76	000007AB
FFFFFFFFFFC69340	00002366	FFFFFFFFFFFFE206	00000121	FFFFFFFFFFFFD84C	FFFFFFFFFFFFC4C4	00001511	FFFFFFFFFFFFDE91	000007B3
FFFFFFFFFFC68340	0000236D	FFFFFFFFFFFFE212	00000116	FFFFFFFFFFFFD84C	FFFFFFFFFFFFC4C6	00001514	FFFFFFFFFFFFDE79	000007A9
FFFFFFFFFFC68340	0000237E	FFFFFFFFFFFFE21B	0000010B	FFFFFFFFFFFFD865	FFFFFFFFFFFFC4D0	00001512	FFFFFFFFFFFFDE7D	000007B4
FFFFFFFFFFC68340	00002372	FFFFFFFFFFFFE212	0000011E	FFFFFFFFFFFFD83C	FFFFFFFFFFFFC4D0	000014FE	FFFFFFFFFFFFDE87	000007A9
FFFFFFFFFFC68340	00002365	FFFFFFFFFFFFE208	00000116	FFFFFFFFFFFFD84F	FFFFFFFFFFFFC4C5	000014F8	FFFFFFFFFFFFDE76	000007AE
FFFFFFFFFFC68340	0000237C	FFFFFFFFFFFFE1FF	00000103	FFFFFFFFFFFFD84C	FFFFFFFFFFFFC4C8	00001502	FFFFFFFFFFFFDE6D	000007AD
FFFFFFFFFFC68340	00002374	FFFFFFFFFFFFE1FE	00000100	FFFFFFFFFFFFD84A	FFFFFFFFFFFFC4C6	000014FB	FFFFFFFFFFFFDE85	000007B2
FFFFFFFFFFC68340	00002377	FFFFFFFFFFFFE204	00000116	FFFFFFFFFFFFD854	FFFFFFFFFFFFC4C2	000014FF	FFFFFFFFFFFFDE80	0000079F
FFFFFFFFFFC69340	00002386	FFFFFFFFFFFFE218	00000108	FFFFFFFFFFFFD853	FFFFFFFFFFFFC4C1	00001501	FFFFFFFFFFFFDE6F	00000798
FFFFFFFFFFC68340	00002372	FFFFFFFFFFFFE20E	00000102	FFFFFFFFFFFFD856	FFFFFFFFFFFFC4D5	00001517	FFFFFFFFFFFFDE7A	0000079A
FFFFFFFFFFC68340	00002371	FFFFFFFFFFFFE212	0000010A	FFFFFFFFFFFFD858	FFFFFFFFFFFFC4D6	00001506	FFFFFFFFFFFFDE7F	00000798
FFFFFFFFFFC68340	00002379	FFFFFFFFFFFFE219	0000010A	FFFFFFFFFFFFD851	FFFFFFFFFFFFC4C5	000014EA	FFFFFFFFFFFFDE7F	000007A1
FFFFFFFFFFC68340	0000236C	FFFFFFFFFFFFE217	00000115	FFFFFFFFFFFFD837	FFFFFFFFFFFFC4CE	00001500	FFFFFFFFFFFFDE7E	000007A1
FFFFFFFFFFC68340	0000238F	FFFFFFFFFFFFE209	0000011E	FFFFFFFFFFFFD849	FFFFFFFFFFFFC4C9	00001511	FFFFFFFFFFFFDE89	000007A4
FFFFFFFFFFC68340	00002387	FFFFFFFFFFFFE212	00000120	FFFFFFFFFFFFD84D	FFFFFFFFFFFFC4C3	00001513	FFFFFFFFFFFFDE7F	00000794
FFFFFFFFFFC68340	0000236A	FFFFFFFFFFFFE21A	00000119	FFFFFFFFFFFFD845	FFFFFFFFFFFFC4BC	00001504	FFFFFFFFFFFFDE80	0000078B
FFFFFFFFFFC68340	0000237B	FFFFFFFFFFFFE206	00000118	FFFFFFFFFFFFD856	FFFFFFFFFFFFC4BD	00001507	FFFFFFFFFFFFDE85	00000789
FFFFFFFFFFC69340	00002383	FFFFFFFFFFFFE201	0000011C	FFFFFFFFFFFFD85F	FFFFFFFFFFFFC4D0	00001509	FFFFFFFFFFFFDE81	000007A9
FFFFFFFFFFC68340	00002369	FFFFFFFFFFFFE21A	00000108	FFFFFFFFFFFFD85E	FFFFFFFFFFFFC4CE	000014F6	FFFFFFFFFFFFDE7D	0000079A
FFFFFFFFFFC68340	0000237A	FFFFFFFFFFFFE209	00000112	FFFFFFFFFFFFD858	FFFFFFFFFFFFC4D9	00001501	FFFFFFFFFFFFDE78	00000797
FFFFFFFFFFC68340	00002381	FFFFFFFFFFFFE1FA	00000110	FFFFFFFFFFFFD857	FFFFFFFFFFFFC4CC	000014F3	FFFFFFFFFFFFDE61	000007A5
FFFFFFFFFFC68340	00002381	FFFFFFFFFFFFE20D	00000105	FFFFFFFFFFFFD850	FFFFFFFFFFFFC4CB	000014F0	FFFFFFFFFFFFDE82	00000797
FFFFFFFFFFC68340	00002375	FFFFFFFFFFFFE203	000000FA	FFFFFFFFFFFFD85F	FFFFFFFFFFFFC4C5	00001508	FFFFFFFFFFFFDE86	000007A0
FFFFFFFFFFC68340	00002375	FFFFFFFFFFFFE1F9	00000111	FFFFFFFFFFFFD854	FFFFFFFFFFFFC4BA	00001500	FFFFFFFFFFFFDE7E	000007A7
FFFFFFFFFFC68340	00002379	FFFFFFFFFFFFE208	00000107	FFFFFFFFFFFFD849	FFFFFFFFFFFFC4B5	000014FB	FFFFFFFFFFFFDE71	00000797
FFFFFFFFFFC69340	00002379	FFFFFFFFFFFFE20A	00000103	FFFFFFFFFFFFD860	FFFFFFFFFFFFC4BF	00001500	FFFFFFFFFFFFDE75	000007A6
FFFFFFFFFFC68340	0000236C	FFFFFFFFFFFFE209	000000F5	FFFFFFFFFFFFD858	FFFFFFFFFFFFC4C0	000014FD	FFFFFFFFFFFFDE77	00000798
FFFFFFFFFFC68340	00002373	FFFFFFFFFFFFE214	00000102	FFFFFFFFFFFFD858	FFFFFFFFFFFFC4CB	000014FB	FFFFFFFFFFFFDE7D	00000793
FFFFFFFFFFC68340	00002377	FFFFFFFFFFFFE210	00000108	FFFFFFFFFFFFD86D	FFFFFFFFFFFFC4CD	000014FD	FFFFFFFFFFFFDE84	0000079D
FFFFFFFFFFC68340	00002374	FFFFFFFFFFFFE200	0000011B	FFFFFFFFFFFFD867	FFFFFFFFFFFFC4C5	0000150B	FFFFFFFFFFFFDE82	00000795
FFFFFFFFFFC68340	00002373	FFFFFFFFFFFFE212	0000011B	FFFFFFFFFFFFD869	FFFFFFFFFFFFC4C2	000014EE	FFFFFFFFFFFFDE89	0000079D
FFFFFFFFFFC68340	00002368	FFFFFFFFFFFFE204	0000011E	FFFFFFFFFFFFD85B	FFFFFFFFFFFFC4B9	000014FB	FFFFFFFFFFFFDE82	00000799
FFFFFFFFFFC68340	0000235F	FFFFFFFFFFFFE1F7	0000011D	FFFFFFFFFFFFD84F	FFFFFFFFFFFFC4BB	000014FD	FFFFFFFFFFFFDE73	0000079D
FFFFFFFFFFC69340	00002365	FFFFFFFFFFFFE204	00000124	FFFFFFFFFFFFD84F	FFFFFFFFFFFFC4CB	000014EC	FFFFFFFFFFFFDE82	00000791
FFFFFFFFFFC68340	00002377	FFFFFFFFFFFFE217	00000106	FFFFFFFFFFFFD858	FFFFFFFFFFFFC4C2	000014E0	FFFFFFFFFFFFDE76	00000785
FFFFFFFFFFC68340	0000237B	FFFFFFFFFFFFE218	0000010C	FFFFFFFFFFFFD855	FFFFFFFFFFFFC4D1	000014F4	FFFFFFFFFFFFDE6D	00000791
FFFFFFFFFFC68340	00002376	FFFFFFFFFFFFE201	00000114	FFFFFFFFFFFFD858	FFFFFFFFFFFFC4C5	0000150C	FFFFFFFFFFFFDE6E	00000796
FFFFFFFFFFC68340	00002380	FFFFFFFFFFFFE212	00000113	FFFFFFFFFFFFD863	FFFFFFFFFFFFC4BE	00001504	FFFFFFFFFFFFDE7B	00000791
FFFFFFFFFFC68340	00002385	FFFFFFFFFFFFE22C	0000011F	FFFFFFFFFFFFD863	FFFFFFFFFFFFC4C3	00001505	FFFFFFFFFFFFDE83	00000799
FFFFFFFFFFC68340	0000237E	FFFFFFFFFFFFE213	00000105	FFFFFFFFFFFFD873	FFFFFFFFFFFFC4CC	0000150E	FFFFFFFFFFFFDE80	0000079D
FFFFFFFFFFC68340	0000238D	FFFFFFFFFFFFE20A	00000117	FFFFFFFFFFFFD859	FFFFFFFFFFFFC4D5	0000150C	FFFFFFFFFFFFDE7D	00000798
FFFFFFFFFFC68340	0000236A	FFFFFFFFFFFFE1F9	0000010B	FFFFFFFFFFFFD84C	FFFFFFFFFFFFC4C9	00001505	FFFFFFFFFFFFDE80	0000078C
FFFFFFFFFFC69340	00002374	FFFFFFFFFFFFE1FD	0000010F	FFFFFFFFFFFFD860	FFFFFFFFFFFFC4C0	000014F8	FFFFFFFFFFFFDE8E	00000793
FFFFFFFFFFC68340	00002377	FFFFFFFFFFFFE210	0000011D	FFFFFFFFFFFFD854	FFFFFFFFFFFFC4C4	000014F5	FFFFFFFFFFFFDE76	00000791
FFFFFFFFFFC68340	00002375	FFFFFFFFFFFFE207	00000106	FFFFFFFFFFFFD851	FFFFFFFFFFFFC4C4	00001518	FFFFFFFFFFFFDE7F	00000798
FFFFFFFFFFC68340	0000237C	FFFFFFFFFFFFE209	00000107	FFFFFFFFFFFFD856	FFFFFFFFFFFFC4BE	00001509	FFFFFFFFFFFFDE88	0000079D
FFFFFFFFFFC68340	0000237A	FFFFFFFFFFFFE20C	00000102	FFFFFFFFFFFFD867	FFFFFFFFFFFFC4CE	0000150F	FFFFFFFFFFFFDE9D	0000079D
FFFFFFFFFFC68340	0000236D	FFFFFFFFFFFFE205	00000108	FFFFFFFFFFFFD84E	FFFFFFFFFFFFC4DE	00001512	FFFFFFFFFFFFDE7E	000007A4
FFFFFFFFFFC68340	00002381	FFFFFFFFFFFFE212	0000010A	FFFFFFFFFFFFD84F	FFFFFFFFFFFFC4DB	00001505	FFFFFFFFFFFFDE91	000007A6
FFFFFFFFFFC68340	00002378	FFFFFFFFFFFFE21F	000000FA	FFFFFFFFFFFFD869	FFFFFFFFFFFFC4C3	000014FF	FFFFFFFFFFFFDE95	000007A6
FFFFFFFFFFC69340	00002376	FFFFFFFFFFFFE21E	00000100	FFFFFFFFFFFFD868	FFFFFFFFFFFFC4B3	0000150B	FFFFFFFFFFFFDE83	000007AF
FFFFFFFFFFC68340	00002383	FFFFFFFFFFFFE20B	00000102	FFFFFFFFFFFFD867	FFFFFFFFFFFFC4BB	0000150F	FFFFFFFFFFFFDE85	00000781
FFFFFFFFFFC68340	00002380	FFFFFFFFFFFFE21E	00000113	FFFFFFFFFFFFD868	FFFFFFFFFFFFC4BF	00001506	FFFFFFFFFFFFDE81	00000785
FFFFFFFFFFC68340	0000237E	FFFFFFFFFFFFE21A	0000010C	FFFFFFFFFFFFD871	FFFFFFFFFFFFC4A6	000014FD	FFFFFFFFFFFFDE85	000007A9
FFFFFFFFFFC68340	00002372	FFFFFFFFFFFFE20D	000000FB	FFFFFFFFFFFFD85B	FFFFFFFFFFFFC4AF	000014FB	FFFFFFFFFFFFDE79	00000798
FFFFFFFFFFC68340	00002377	FFFFFFFFFFFFE208	000000F6	FFFFFFFFFFFFD85E	FFFFFFFFFFFFC4C2	00001500	FFFFFFFFFFFFDE7D	00000793
FFFFFFFFFFC68340	00002367	FFFFFFFFFFFFE1FC	000000F3	FFFFFFFFFFFFD85F	FFFFFFFFFFFFC4BD	000014FD	FFFFFFFFFFFFDE77	00000797
FFFFFFFFFFC68340	00002362	FFFFFFFFFFFFE1F9	000000FD	FFFFFFFFFFFFD858	FFFFFFFFFFFFC4BB	00001503	FFFFFFFFFFFFDE71	0000078F
FFFFFFFFFFC69340	00002367	FFFFFFFFFFFFE20F	00000103	FFFFFFFFFFFFD84D	FFFFFFFFFFFFC4BE	00001502	FFFFFFFFFFFFDE89	0000079D
FFFFFFFFFFC68340	00002360	FFFFFFFFFFFFE201	00000106	FFFFFFFFFFFFD859	FFFFFFFFFFFFC4C3	000014FE	FFFFFFFFFFFFDE87	00000797
FFFFFFFFFFC68340	0000237D	FFFFFFFFFFFFE210	000000F8	FFFFFFFFFFFFD854	FFFFFFFFFFFFC4C3	00001512	FFFFFFFFFFFFDE8A	0000079F
FFFFFFFFFFC68340	00002372	FFFFFFFFFFFFE210	0000010B	FFFFFFFFFFFFD852	FFFFFFFFFFFFC4BA	0000150C	FFFFFFFFFFFFDE80	0000079A
FFFFFFFFFFC68340	0000236B	FFFFFFFFFFFFE1FF	00000110	FFFFFFFFFFFFD85D	FFFFFFFFFFFFC4C3	00001517	FFFFFFFFFFFFDE7E	00000794
FFFFFFFFFFC68340	00002369	FFFFFFFFFFFFE203	0000010C	FFFFFFFFFFFFD865	FFFFFFFFFFFFC4D9	00001511	FFFFFFFFFFFFDE86	0000079F
FFFFFFFFFFC68340	00002366	FFFFFFFFFFFFE209	000000FB	FFFFFFFFFFFFD863	FFFFFFFFFFFFC4C8	00001514	FFFFFFFFFFFFDE85	0000079D
FFFFFFFFFFC68340	00002371	FFFFFFFFFFFFE21C	00000101	FFFFFFFFFFFFD85C	FFFFFFFFFFFFC4B8	0000150C	FFFFFFFFFFFFDE86	000007A0
FFFFFFFFFFC68340	0000237F	FFFFFFFFFFFFE215	000000FB	FFFFFFFFFFFFD861	FFFFFFFFFFFFC4B5	00001503	FFFFFFFFFFFFDE8C	000007A5
FFFFFFFFFFC69340	00002375	FFFFFFFFFFFFE1FF	000000F9	FFFFFFFFFFFFD852	FFFFFFFFFFFFC4AF	00001509	FFFFFFFFFFFFDE70	000007A2
FFFFFFFFFFC68340	00002386	FFFFFFFFFFFFE204	00000106	FFFFFFFFFFFFD86A	FFFFFFFFFFFFC4AF	00001515	FFFFFFFFFFFFDE72	0000079C
FFFFFFFFFFC68340	00002390	FFFFFFFFFFFFE1FA	0000010E	FFFFFFFFFFFFD864	FFFFFFFFFFFFC4B4	00001514	FFFFFFFFFFFFDE6B	00000798
FFFFFFFFFFC68340	00002388	FFFFFFFFFFFFE1F6	00000113	FFFFFFFFFFFFD85E	FFFFFFFFFFFFC4BF	00001514	FFFFFFFFFFFFDE66	000007A7
FFFFFFFFFFC68340	00002385	FFFFFFFFFFFFE1F6	0000010A	FFFFFFFFFFFFD866	FFFFFFFFFFFFC4C8	0000150C	FFFFFFFFFFFFDE60	000007B9
FFFFFFFFFFC68340	00002375	FFFFFFFFFFFFE200	000000FE	FFFFFFFFFFFFD863	FFFFFFFFFFFFC4B8	00001500	FFFFFFFFFFFFDE6C	000007B9
FFFFFFFFFFC68340	00002372	FFFFFFFFFFFFE20E	000000F9	FFFFFFFFFFFFD86C	FFFFFFFFFFFFC4B8	0000150D	FFFFFFFFFFFFDE7B	000007AA
FFFFFFFFFFC68340	0000237E	FFFFFFFFFFFFE1FE	00000103	FFFFFFFFFFFFD865	FFFFFFFFFFFFC4D1	000014FE	FFFFFFFFFFFFDE7E	000007AB
FFFFFFFFFFC69340	00002380	FFFFFFFFFFFFE1F4	0000010A	FFFFFFFFFFFFD842	FFFFFFFFFFFFC4CD	00001507	FFFFFFFFFFFFDE7B	000007A3
FFFFFFFFFFC68340	00002376	FFFFFFFFFFFFE209	000000FB	FFFFFFFFFFFFD853	FFFFFFFFFFFFC4CC	00001511	FFFFFFFFFFFFDE75	000007A6
FFFFFFFFFFC68340	0000237C	FFFFFFFFFFFFE20A	000000FB	FFFFFFFFFFFFD863	FFFFFFFFFFFFC4E0	0000150F	FFFFFFFFFFFFDE7A	000007A1
FFFFFFFFFFC68340	00002374	FFFFFFFFFFFFE206	0000010D	FFFFFFFFFFFFD848	FFFFFFFFFFFFC4D9	0000150A	FFFFFFFFFFFFDE81	0000078C
FFFFFFFFFFC68340	00002362	FFFFFFFFFFFFE209	00000114	FFFFFFFFFFFFD846	FFFFFFFFFFFFC4C5	000014FE	FFFFFFFFFFFFDE76	0000079F
FFFFFFFFFFC68340	0000236F	FFFFFFFFFFFFE1F5	0000011F	FFFFFFFFFFFFD863	FFFFFFFFFFFFC4C4	000014F8	FFFFFFFFFFFFDE73	0000079B
