Record #:  0
Notes :


6/26/20192:23:20 PMRecord #:  0
Notes :


6/26/20192:23:20 PM
Volts Data

CH1	CH2	CH3	CH4	CH5	CH6	CH7	CH8	
433.540344E-6	-365.591049E-6	12.779236E-6	-483.608246E-6	-722.312927E-6	255.537033E-6	-408.983231E-6	94.938278E-6
433.397293E-6	-365.829468E-6	11.539459E-6	-484.418869E-6	-722.265244E-6	254.678726E-6	-408.840179E-6	93.984604E-6
433.015823E-6	-366.306305E-6	12.540817E-6	-484.991074E-6	-722.455978E-6	254.774094E-6	-409.030914E-6	92.935562E-6
433.540344E-6	-365.591049E-6	13.065338E-6	-484.752655E-6	-722.265244E-6	255.155563E-6	-408.983231E-6	93.173981E-6
433.778763E-6	-364.971161E-6	12.207031E-6	-483.942032E-6	-723.171234E-6	255.393982E-6	-409.078598E-6	93.507767E-6
433.492661E-6	-365.066528E-6	12.063980E-6	-483.798981E-6	-723.838806E-6	255.346298E-6	-409.317017E-6	93.984604E-6
433.826447E-6	-365.686417E-6	12.159348E-6	-484.323502E-6	-722.217560E-6	255.680084E-6	-409.412384E-6	94.079971E-6
434.827805E-6	-365.161896E-6	12.350082E-6	-484.418869E-6	-722.122192E-6	255.823135E-6	-408.983231E-6	94.318390E-6
435.447693E-6	-366.258621E-6	11.253357E-6	-484.561920E-6	-723.075867E-6	255.918503E-6	-408.267975E-6	94.223022E-6
433.683395E-6	-366.544724E-6	11.587143E-6	-484.228134E-6	-722.837448E-6	256.681442E-6	-408.744812E-6	93.889236E-6
433.254242E-6	-366.735458E-6	12.302399E-6	-483.894348E-6	-723.409653E-6	256.872177E-6	-409.793854E-6	93.936920E-6
434.350967E-6	-366.020203E-6	11.920929E-6	-484.752655E-6	-723.457336E-6	255.966187E-6	-409.555435E-6	93.412399E-6
434.160233E-6	-366.258621E-6	12.207031E-6	-484.752655E-6	-722.885132E-6	256.729126E-6	-409.555435E-6	93.555450E-6
434.875488E-6	-366.067886E-6	12.922287E-6	-485.134125E-6	-722.742081E-6	256.729126E-6	-408.744812E-6	92.983246E-6
434.541702E-6	-365.781784E-6	12.350082E-6	-484.085083E-6	-723.409653E-6	256.013870E-6	-409.173965E-6	92.744827E-6
433.874130E-6	-365.352631E-6	11.920929E-6	-484.657288E-6	-723.600388E-6	256.395340E-6	-409.173965E-6	93.078613E-6
434.112549E-6	-365.924835E-6	12.350082E-6	-484.371185E-6	-723.409653E-6	256.490707E-6	-409.030914E-6	93.173981E-6
434.112549E-6	-365.495682E-6	12.063980E-6	-485.372543E-6	-722.742081E-6	255.775452E-6	-409.364700E-6	94.079971E-6
433.588028E-6	-365.924835E-6	12.350082E-6	-485.420227E-6	-722.646713E-6	256.299973E-6	-409.555435E-6	94.366074E-6
434.589386E-6	-365.734100E-6	12.254715E-6	-484.752655E-6	-722.217560E-6	256.061554E-6	-409.841537E-6	93.841553E-6
434.780121E-6	-365.304947E-6	12.683868E-6	-484.228134E-6	-721.979141E-6	255.489349E-6	-409.603119E-6	94.079971E-6
434.780121E-6	-364.875793E-6	12.588501E-6	-484.514236E-6	-722.503662E-6	255.680084E-6	-408.411026E-6	94.795227E-6
434.350967E-6	-364.923477E-6	12.445450E-6	-485.610962E-6	-722.455978E-6	255.489349E-6	-408.840179E-6	94.079971E-6
434.303284E-6	-365.638733E-6	12.111664E-6	-484.085083E-6	-722.742081E-6	255.346298E-6	-408.267975E-6	93.317032E-6
434.446335E-6	-365.114212E-6	12.445450E-6	-484.037399E-6	-722.742081E-6	255.060196E-6	-408.840179E-6	93.698502E-6
434.207916E-6	-365.781784E-6	12.445450E-6	-484.085083E-6	-722.789764E-6	255.775452E-6	-410.032272E-6	92.649460E-6
434.541702E-6	-366.258621E-6	12.111664E-6	-484.323502E-6	-723.171234E-6	256.013870E-6	-410.652161E-6	94.318390E-6
434.112549E-6	-366.067886E-6	12.016296E-6	-484.514236E-6	-722.312927E-6	255.775452E-6	-410.604477E-6	94.127655E-6
434.303284E-6	-365.304947E-6	11.920929E-6	-483.703613E-6	-721.883774E-6	256.061554E-6	-409.889221E-6	93.603134E-6
434.398651E-6	-364.589691E-6	12.540817E-6	-484.132767E-6	-722.265244E-6	256.204605E-6	-409.364700E-6	93.126297E-6
434.494019E-6	-364.875793E-6	12.683868E-6	-484.180450E-6	-722.694397E-6	256.443024E-6	-409.173965E-6	92.697144E-6
434.684753E-6	-365.352631E-6	12.207031E-6	-483.798981E-6	-722.265244E-6	256.204605E-6	-409.603119E-6	92.744827E-6
434.732437E-6	-366.163254E-6	13.065338E-6	-483.751297E-6	-722.408295E-6	255.537033E-6	-409.698486E-6	92.840195E-6
434.827805E-6	-366.401672E-6	12.350082E-6	-484.037399E-6	-722.122192E-6	255.393982E-6	-408.935547E-6	93.889236E-6
434.160233E-6	-366.592407E-6	11.825562E-6	-483.894348E-6	-722.599030E-6	256.109238E-6	-409.317017E-6	92.554092E-6
433.826447E-6	-365.829468E-6	10.919571E-6	-485.610962E-6	-721.693039E-6	256.252289E-6	-409.364700E-6	93.078613E-6
434.923172E-6	-365.591049E-6	12.063980E-6	-485.134125E-6	-722.599030E-6	256.538391E-6	-408.267975E-6	93.984604E-6
434.207916E-6	-365.686417E-6	12.540817E-6	-484.037399E-6	-722.789764E-6	256.204605E-6	-408.363342E-6	93.126297E-6
434.780121E-6	-365.781784E-6	11.444092E-6	-484.371185E-6	-722.503662E-6	257.301331E-6	-409.412384E-6	93.412399E-6
434.494019E-6	-365.543365E-6	11.253357E-6	-484.418869E-6	-721.836090E-6	257.015228E-6	-409.936905E-6	93.841553E-6
434.303284E-6	-364.923477E-6	11.968613E-6	-484.323502E-6	-722.122192E-6	257.062912E-6	-410.032272E-6	93.936920E-6
434.446335E-6	-365.686417E-6	13.065338E-6	-485.038757E-6	-723.409653E-6	256.824493E-6	-409.984589E-6	93.030930E-6
434.112549E-6	-366.592407E-6	12.540817E-6	-484.848022E-6	-723.075867E-6	256.443024E-6	-408.935547E-6	93.030930E-6
435.686111E-6	-366.306305E-6	12.588501E-6	-484.275818E-6	-723.075867E-6	256.490707E-6	-408.697128E-6	91.981888E-6
435.733795E-6	-366.258621E-6	11.253357E-6	-483.751297E-6	-722.599030E-6	256.967545E-6	-409.173965E-6	93.317032E-6
434.684753E-6	-366.306305E-6	11.491776E-6	-484.514236E-6	-722.122192E-6	256.967545E-6	-408.649445E-6	93.412399E-6
434.303284E-6	-366.020203E-6	12.493134E-6	-484.943390E-6	-721.645355E-6	255.966187E-6	-408.792496E-6	92.411041E-6
433.731079E-6	-365.972519E-6	12.588501E-6	-485.038757E-6	-722.694397E-6	256.347656E-6	-408.935547E-6	92.887878E-6
433.731079E-6	-366.497040E-6	12.016296E-6	-484.514236E-6	-723.314285E-6	256.443024E-6	-408.983231E-6	93.364716E-6
435.400009E-6	-366.735458E-6	11.253357E-6	-483.846664E-6	-722.455978E-6	256.299973E-6	-409.030914E-6	94.032288E-6
434.207916E-6	-365.972519E-6	12.016296E-6	-484.418869E-6	-722.646713E-6	256.872177E-6	-408.697128E-6	93.650818E-6
434.112549E-6	-365.447998E-6	12.636185E-6	-484.704971E-6	-723.409653E-6	257.062912E-6	-409.746170E-6	92.983246E-6
434.017181E-6	-366.973877E-6	12.159348E-6	-484.371185E-6	-722.455978E-6	256.156921E-6	-409.412384E-6	93.269348E-6
433.588028E-6	-366.926193E-6	10.967255E-6	-485.229492E-6	-723.314285E-6	256.156921E-6	-409.173965E-6	93.460083E-6
434.303284E-6	-366.497040E-6	12.350082E-6	-484.895706E-6	-723.981857E-6	255.966187E-6	-408.315659E-6	93.269348E-6
433.969498E-6	-365.781784E-6	13.256073E-6	-484.561920E-6	-723.123550E-6	256.347656E-6	-409.221649E-6	93.078613E-6
434.637070E-6	-365.209579E-6	12.445450E-6	-484.180450E-6	-722.217560E-6	255.632401E-6	-409.317017E-6	93.507767E-6
434.541702E-6	-366.544724E-6	11.873245E-6	-483.179092E-6	-722.837448E-6	255.155563E-6	-408.935547E-6	92.935562E-6
435.018539E-6	-367.116928E-6	11.968613E-6	-483.703613E-6	-722.694397E-6	256.109238E-6	-408.506393E-6	92.697144E-6
434.446335E-6	-366.497040E-6	11.348724E-6	-483.846664E-6	-721.836090E-6	256.109238E-6	-408.697128E-6	92.792511E-6
434.494019E-6	-366.544724E-6	11.873245E-6	-482.416153E-6	-722.789764E-6	256.490707E-6	-408.935547E-6	93.841553E-6
434.827805E-6	-366.306305E-6	11.634827E-6	-483.798981E-6	-723.361969E-6	256.204605E-6	-408.840179E-6	94.699860E-6
433.874130E-6	-366.401672E-6	12.063980E-6	-483.274460E-6	-723.218918E-6	256.013870E-6	-409.221649E-6	94.747543E-6
434.303284E-6	-366.258621E-6	12.350082E-6	-483.512878E-6	-722.694397E-6	255.918503E-6	-409.460068E-6	93.793869E-6
434.017181E-6	-366.449356E-6	12.207031E-6	-484.180450E-6	-722.408295E-6	256.252289E-6	-409.412384E-6	93.364716E-6
434.398651E-6	-366.163254E-6	12.302399E-6	-484.657288E-6	-723.552704E-6	255.918503E-6	-409.460068E-6	93.221664E-6
434.589386E-6	-365.543365E-6	12.350082E-6	-484.180450E-6	-723.838806E-6	255.918503E-6	-409.889221E-6	92.840195E-6
433.015823E-6	-365.352631E-6	12.922287E-6	-483.703613E-6	-722.932816E-6	256.776810E-6	-409.078598E-6	92.792511E-6
433.349609E-6	-366.353989E-6	12.254715E-6	-483.942032E-6	-721.788406E-6	256.967545E-6	-408.697128E-6	93.030930E-6
434.255600E-6	-366.449356E-6	12.302399E-6	-484.180450E-6	-722.169876E-6	255.823135E-6	-408.649445E-6	93.460083E-6
433.969498E-6	-365.781784E-6	12.159348E-6	-485.134125E-6	-721.788406E-6	256.156921E-6	-408.649445E-6	93.173981E-6
434.064865E-6	-366.163254E-6	12.683868E-6	-484.943390E-6	-722.455978E-6	256.347656E-6	-409.078598E-6	93.603134E-6
434.398651E-6	-366.258621E-6	12.207031E-6	-484.371185E-6	-723.218918E-6	256.824493E-6	-409.698486E-6	92.935562E-6
434.303284E-6	-366.783142E-6	12.111664E-6	-483.894348E-6	-722.503662E-6	255.823135E-6	-409.317017E-6	92.554092E-6
433.301926E-6	-367.736816E-6	12.302399E-6	-483.846664E-6	-722.885132E-6	256.633759E-6	-409.460068E-6	92.411041E-6
434.446335E-6	-365.924835E-6	12.350082E-6	-483.942032E-6	-722.837448E-6	255.775452E-6	-409.126282E-6	92.840195E-6
434.255600E-6	-366.163254E-6	12.826920E-6	-484.180450E-6	-723.266602E-6	255.775452E-6	-409.555435E-6	93.078613E-6
433.158875E-6	-366.687775E-6	12.445450E-6	-483.894348E-6	-722.599030E-6	255.489349E-6	-409.603119E-6	92.554092E-6
434.350967E-6	-366.210937E-6	12.207031E-6	-484.085083E-6	-722.837448E-6	255.823135E-6	-410.032272E-6	93.603134E-6
435.018539E-6	-366.401672E-6	12.111664E-6	-484.275818E-6	-722.408295E-6	256.013870E-6	-409.936905E-6	93.841553E-6
434.541702E-6	-365.924835E-6	12.493134E-6	-483.846664E-6	-721.740723E-6	255.632401E-6	-409.269333E-6	94.270706E-6
434.446335E-6	-366.783142E-6	12.016296E-6	-484.561920E-6	-722.408295E-6	256.347656E-6	-408.744812E-6	93.698502E-6
434.398651E-6	-366.401672E-6	12.350082E-6	-484.800339E-6	-723.695755E-6	256.443024E-6	-409.126282E-6	93.603134E-6
434.207916E-6	-366.306305E-6	12.826920E-6	-483.942032E-6	-723.695755E-6	256.490707E-6	-408.363342E-6	93.221664E-6
433.826447E-6	-366.306305E-6	12.922287E-6	-483.131409E-6	-723.028183E-6	256.490707E-6	-408.554077E-6	92.649460E-6
434.923172E-6	-365.781784E-6	12.159348E-6	-483.083725E-6	-723.075867E-6	256.490707E-6	-408.363342E-6	93.173981E-6
435.495377E-6	-364.971161E-6	12.111664E-6	-483.274460E-6	-722.837448E-6	256.776810E-6	-408.506393E-6	93.650818E-6
434.446335E-6	-365.924835E-6	12.779236E-6	-483.989716E-6	-722.122192E-6	256.538391E-6	-407.981873E-6	93.317032E-6
434.446335E-6	-365.066528E-6	12.302399E-6	-483.560562E-6	-723.409653E-6	257.301331E-6	-408.220291E-6	93.889236E-6
434.303284E-6	-366.067886E-6	12.302399E-6	-484.085083E-6	-724.077225E-6	256.967545E-6	-408.840179E-6	94.127655E-6
434.684753E-6	-366.210937E-6	12.540817E-6	-483.751297E-6	-722.742081E-6	257.492065E-6	-408.744812E-6	93.507767E-6
434.923172E-6	-365.781784E-6	12.445450E-6	-484.943390E-6	-722.980499E-6	257.253647E-6	-408.935547E-6	93.603134E-6
435.161591E-6	-366.115570E-6	12.254715E-6	-483.369827E-6	-723.314285E-6	256.252289E-6	-409.269333E-6	93.603134E-6
435.590744E-6	-366.210937E-6	12.874603E-6	-484.418869E-6	-723.171234E-6	255.632401E-6	-408.554077E-6	92.983246E-6
434.589386E-6	-365.161896E-6	12.350082E-6	-484.848022E-6	-722.503662E-6	255.537033E-6	-408.220291E-6	93.126297E-6
434.875488E-6	-364.875793E-6	11.777878E-6	-484.561920E-6	-722.122192E-6	255.393982E-6	-408.649445E-6	93.173981E-6
435.066223E-6	-364.923477E-6	11.014938E-6	-483.942032E-6	-723.123550E-6	255.584717E-6	-408.744812E-6	92.935562E-6
434.350967E-6	-365.829468E-6	12.540817E-6	-483.655930E-6	-723.361969E-6	256.347656E-6	-408.029556E-6	93.126297E-6
434.684753E-6	-365.781784E-6	12.445450E-6	-483.894348E-6	-723.552704E-6	255.966187E-6	-408.363342E-6	93.841553E-6
434.637070E-6	-365.829468E-6	11.301041E-6	-484.037399E-6	-723.123550E-6	256.204605E-6	-408.744812E-6	93.507767E-6
434.112549E-6	-365.352631E-6	11.301041E-6	-484.466553E-6	-723.314285E-6	256.776810E-6	-408.506393E-6	91.934204E-6
434.064865E-6	-365.543365E-6	12.063980E-6	-484.561920E-6	-722.599030E-6	256.061554E-6	-407.934189E-6	91.934204E-6
434.589386E-6	-365.543365E-6	11.920929E-6	-483.942032E-6	-722.312927E-6	255.823135E-6	-408.267975E-6	93.173981E-6
433.540344E-6	-366.258621E-6	12.016296E-6	-484.514236E-6	-722.408295E-6	256.490707E-6	-408.554077E-6	93.364716E-6
433.158875E-6	-365.686417E-6	11.825562E-6	-484.704971E-6	-722.694397E-6	256.490707E-6	-408.744812E-6	93.317032E-6
432.872772E-6	-365.781784E-6	12.493134E-6	-483.417511E-6	-722.455978E-6	256.395340E-6	-408.506393E-6	92.840195E-6
432.825089E-6	-365.781784E-6	12.445450E-6	-483.226776E-6	-722.408295E-6	256.061554E-6	-408.697128E-6	92.506409E-6
433.874130E-6	-365.543365E-6	12.111664E-6	-484.371185E-6	-722.455978E-6	257.062912E-6	-408.458710E-6	92.935562E-6
433.588028E-6	-366.258621E-6	12.302399E-6	-483.608246E-6	-721.883774E-6	257.253647E-6	-408.363342E-6	93.126297E-6
434.064865E-6	-366.258621E-6	12.826920E-6	-483.751297E-6	-722.694397E-6	256.776810E-6	-408.744812E-6	92.792511E-6
434.446335E-6	-366.067886E-6	13.208389E-6	-483.942032E-6	-723.028183E-6	255.775452E-6	-408.983231E-6	93.126297E-6
434.017181E-6	-366.163254E-6	12.254715E-6	-484.323502E-6	-722.980499E-6	255.489349E-6	-409.889221E-6	93.364716E-6
434.064865E-6	-366.163254E-6	12.207031E-6	-484.085083E-6	-722.694397E-6	256.252289E-6	-409.984589E-6	93.841553E-6
434.398651E-6	-366.449356E-6	11.634827E-6	-484.991074E-6	-723.600388E-6	256.919861E-6	-409.793854E-6	93.841553E-6
433.015823E-6	-366.258621E-6	11.825562E-6	-485.706329E-6	-724.601746E-6	256.824493E-6	-409.412384E-6	92.649460E-6
433.635712E-6	-365.829468E-6	12.207031E-6	-484.561920E-6	-723.218918E-6	257.015228E-6	-409.460068E-6	93.126297E-6
433.492661E-6	-365.829468E-6	11.682510E-6	-484.800339E-6	-722.837448E-6	256.586075E-6	-409.507751E-6	93.412399E-6
433.588028E-6	-364.923477E-6	12.254715E-6	-484.323502E-6	-723.123550E-6	256.013870E-6	-409.507751E-6	93.173981E-6
434.303284E-6	-364.780426E-6	12.636185E-6	-485.038757E-6	-722.742081E-6	257.110596E-6	-409.650803E-6	92.697144E-6
434.684753E-6	-365.686417E-6	11.682510E-6	-484.561920E-6	-723.409653E-6	256.872177E-6	-409.126282E-6	93.412399E-6
434.112549E-6	-364.971161E-6	11.968613E-6	-484.180450E-6	-724.029541E-6	256.204605E-6	-409.269333E-6	93.364716E-6
433.969498E-6	-365.066528E-6	11.920929E-6	-483.369827E-6	-723.886490E-6	257.015228E-6	-409.126282E-6	92.983246E-6
433.921814E-6	-365.591049E-6	11.634827E-6	-483.369827E-6	-723.218918E-6	256.967545E-6	-409.221649E-6	92.744827E-6
434.446335E-6	-365.352631E-6	12.493134E-6	-484.037399E-6	-722.789764E-6	256.681442E-6	-409.460068E-6	92.840195E-6
434.160233E-6	-365.304947E-6	13.017654E-6	-484.466553E-6	-722.932816E-6	257.015228E-6	-408.840179E-6	93.364716E-6
433.206558E-6	-365.066528E-6	11.730194E-6	-484.752655E-6	-722.742081E-6	256.347656E-6	-408.124924E-6	93.650818E-6
434.350967E-6	-364.732742E-6	12.207031E-6	-484.180450E-6	-723.505020E-6	255.966187E-6	-408.744812E-6	93.126297E-6
434.827805E-6	-365.161896E-6	12.683868E-6	-484.561920E-6	-724.124908E-6	255.966187E-6	-408.792496E-6	93.603134E-6
433.921814E-6	-364.542007E-6	12.779236E-6	-485.610962E-6	-723.075867E-6	257.253647E-6	-407.981873E-6	93.746185E-6
434.064865E-6	-364.208221E-6	12.445450E-6	-484.228134E-6	-723.075867E-6	257.158279E-6	-409.078598E-6	93.984604E-6
434.303284E-6	-365.400314E-6	12.826920E-6	-483.560562E-6	-722.837448E-6	255.870819E-6	-409.650803E-6	93.698502E-6
434.112549E-6	-366.020203E-6	11.682510E-6	-483.703613E-6	-722.980499E-6	256.967545E-6	-410.366058E-6	92.840195E-6
434.541702E-6	-365.066528E-6	11.014938E-6	-483.274460E-6	-722.837448E-6	257.873535E-6	-409.221649E-6	93.078613E-6
434.207916E-6	-364.780426E-6	11.253357E-6	-483.417511E-6	-722.980499E-6	256.681442E-6	-408.697128E-6	93.889236E-6
433.683395E-6	-366.163254E-6	11.825562E-6	-483.560562E-6	-722.980499E-6	255.870819E-6	-408.267975E-6	93.841553E-6
433.635712E-6	-366.353989E-6	12.159348E-6	-483.465195E-6	-722.265244E-6	255.918503E-6	-409.078598E-6	93.650818E-6
433.444977E-6	-366.067886E-6	12.111664E-6	-483.942032E-6	-721.979141E-6	255.918503E-6	-408.649445E-6	93.221664E-6
433.254242E-6	-365.114212E-6	11.444092E-6	-483.942032E-6	-722.026825E-6	256.490707E-6	-408.363342E-6	93.126297E-6
432.252884E-6	-365.304947E-6	11.730194E-6	-484.275818E-6	-722.312927E-6	256.729126E-6	-408.315659E-6	93.603134E-6
433.158875E-6	-366.067886E-6	12.207031E-6	-483.846664E-6	-721.979141E-6	255.727768E-6	-408.840179E-6	93.412399E-6
434.303284E-6	-366.497040E-6	12.159348E-6	-483.703613E-6	-722.455978E-6	255.727768E-6	-407.886505E-6	92.506409E-6
434.446335E-6	-366.020203E-6	11.825562E-6	-483.608246E-6	-723.218918E-6	256.538391E-6	-407.981873E-6	92.315674E-6
434.255600E-6	-365.591049E-6	12.207031E-6	-483.942032E-6	-722.646713E-6	256.586075E-6	-408.363342E-6	92.601776E-6
433.588028E-6	-365.543365E-6	12.350082E-6	-484.132767E-6	-722.408295E-6	256.204605E-6	-408.172607E-6	92.172623E-6
433.158875E-6	-366.067886E-6	11.825562E-6	-484.466553E-6	-723.648071E-6	256.443024E-6	-408.029556E-6	93.603134E-6
432.872772E-6	-366.353989E-6	12.207031E-6	-485.038757E-6	-723.028183E-6	256.967545E-6	-409.507751E-6	93.603134E-6
432.729721E-6	-366.067886E-6	12.016296E-6	-484.323502E-6	-722.599030E-6	256.967545E-6	-409.460068E-6	92.458725E-6
432.682037E-6	-365.591049E-6	12.063980E-6	-484.085083E-6	-722.455978E-6	256.633759E-6	-409.078598E-6	93.364716E-6
432.920456E-6	-365.591049E-6	11.157990E-6	-484.514236E-6	-722.646713E-6	256.586075E-6	-408.601761E-6	94.032288E-6
433.301926E-6	-366.401672E-6	11.730194E-6	-484.466553E-6	-721.979141E-6	256.490707E-6	-408.124924E-6	93.841553E-6
432.920456E-6	-365.924835E-6	12.683868E-6	-483.322144E-6	-721.359253E-6	256.586075E-6	-408.029556E-6	93.126297E-6
433.588028E-6	-365.829468E-6	12.588501E-6	-484.132767E-6	-721.740723E-6	256.872177E-6	-408.363342E-6	91.981888E-6
432.634354E-6	-365.543365E-6	12.731552E-6	-483.274460E-6	-722.980499E-6	257.158279E-6	-408.983231E-6	92.792511E-6
433.731079E-6	-365.209579E-6	12.922287E-6	-483.226776E-6	-722.217560E-6	256.729126E-6	-408.601761E-6	93.555450E-6
434.446335E-6	-365.066528E-6	12.350082E-6	-483.894348E-6	-722.122192E-6	257.062912E-6	-408.458710E-6	93.460083E-6
433.635712E-6	-365.066528E-6	12.063980E-6	-483.846664E-6	-722.122192E-6	256.824493E-6	-408.697128E-6	93.555450E-6
433.111191E-6	-365.829468E-6	11.730194E-6	-484.180450E-6	-722.789764E-6	256.729126E-6	-408.124924E-6	93.364716E-6
433.397293E-6	-365.781784E-6	11.873245E-6	-484.132767E-6	-723.123550E-6	256.109238E-6	-408.744812E-6	93.841553E-6
434.255600E-6	-365.734100E-6	12.159348E-6	-484.180450E-6	-723.171234E-6	256.252289E-6	-409.221649E-6	93.984604E-6
433.826447E-6	-365.066528E-6	12.540817E-6	-483.417511E-6	-722.789764E-6	256.538391E-6	-409.507751E-6	93.793869E-6
433.254242E-6	-365.924835E-6	11.587143E-6	-483.369827E-6	-722.217560E-6	256.109238E-6	-408.840179E-6	93.173981E-6
434.350967E-6	-365.447998E-6	11.968613E-6	-483.322144E-6	-722.503662E-6	256.204605E-6	-407.886505E-6	93.412399E-6
434.207916E-6	-364.637375E-6	11.491776E-6	-483.322144E-6	-721.454620E-6	256.681442E-6	-408.124924E-6	93.698502E-6
433.158875E-6	-365.352631E-6	12.207031E-6	-484.228134E-6	-721.979141E-6	256.967545E-6	-408.887863E-6	93.078613E-6
433.111191E-6	-366.544724E-6	12.302399E-6	-483.655930E-6	-722.026825E-6	257.062912E-6	-408.458710E-6	93.364716E-6
434.064865E-6	-366.497040E-6	12.588501E-6	-484.561920E-6	-722.742081E-6	257.635117E-6	-408.411026E-6	93.364716E-6
435.209274E-6	-366.401672E-6	12.016296E-6	-484.418869E-6	-723.457336E-6	256.919861E-6	-407.266617E-6	94.652176E-6
433.969498E-6	-365.829468E-6	12.207031E-6	-483.703613E-6	-723.505020E-6	256.490707E-6	-407.791138E-6	94.079971E-6
433.158875E-6	-365.257263E-6	11.682510E-6	-483.322144E-6	-723.409653E-6	256.967545E-6	-407.552719E-6	93.793869E-6
433.349609E-6	-365.638733E-6	11.682510E-6	-483.703613E-6	-724.029541E-6	256.395340E-6	-408.315659E-6	93.460083E-6
433.063507E-6	-365.686417E-6	11.157990E-6	-483.751297E-6	-723.791122E-6	256.109238E-6	-409.030914E-6	92.220306E-6
432.968140E-6	-365.304947E-6	11.253357E-6	-483.608246E-6	-723.409653E-6	256.824493E-6	-408.935547E-6	92.935562E-6
433.826447E-6	-365.447998E-6	11.110306E-6	-483.131409E-6	-722.885132E-6	257.301331E-6	-408.458710E-6	93.603134E-6
434.303284E-6	-365.066528E-6	11.730194E-6	-483.512878E-6	-722.932816E-6	257.205963E-6	-410.318375E-6	93.507767E-6
433.635712E-6	-365.400314E-6	12.111664E-6	-483.036041E-6	-721.693039E-6	256.681442E-6	-409.841537E-6	93.078613E-6
433.826447E-6	-365.209579E-6	11.396408E-6	-483.512878E-6	-721.883774E-6	256.872177E-6	-407.600403E-6	93.364716E-6
433.921814E-6	-365.638733E-6	11.491776E-6	-483.417511E-6	-723.314285E-6	257.062912E-6	-408.077240E-6	93.650818E-6
434.112549E-6	-366.258621E-6	11.301041E-6	-483.369827E-6	-723.791122E-6	256.443024E-6	-408.840179E-6	93.555450E-6
433.588028E-6	-366.067886E-6	11.634827E-6	-483.608246E-6	-723.266602E-6	256.729126E-6	-409.364700E-6	93.460083E-6
433.969498E-6	-365.447998E-6	12.445450E-6	-484.609604E-6	-722.360611E-6	257.635117E-6	-408.840179E-6	93.841553E-6
433.492661E-6	-365.066528E-6	12.683868E-6	-483.703613E-6	-723.314285E-6	258.398056E-6	-409.221649E-6	92.935562E-6
433.540344E-6	-364.828110E-6	12.540817E-6	-482.606888E-6	-723.552704E-6	257.682800E-6	-409.317017E-6	93.126297E-6
434.017181E-6	-365.734100E-6	12.016296E-6	-483.560562E-6	-722.837448E-6	256.586075E-6	-408.887863E-6	93.269348E-6
432.777405E-6	-365.781784E-6	11.253357E-6	-483.846664E-6	-722.694397E-6	256.443024E-6	-409.507751E-6	93.030930E-6
432.872772E-6	-365.018845E-6	11.968613E-6	-482.892990E-6	-722.694397E-6	256.156921E-6	-409.126282E-6	93.173981E-6
434.207916E-6	-365.257263E-6	12.445450E-6	-483.798981E-6	-723.075867E-6	256.299973E-6	-409.078598E-6	93.698502E-6
433.397293E-6	-364.828110E-6	12.683868E-6	-484.180450E-6	-721.597672E-6	257.301331E-6	-409.269333E-6	94.509125E-6
433.826447E-6	-364.160538E-6	12.636185E-6	-483.655930E-6	-722.360611E-6	256.729126E-6	-408.983231E-6	93.889236E-6
432.825089E-6	-364.637375E-6	12.540817E-6	-483.131409E-6	-722.074509E-6	256.681442E-6	-408.458710E-6	93.650818E-6
432.205200E-6	-365.495682E-6	13.685226E-6	-483.465195E-6	-722.837448E-6	256.490707E-6	-409.078598E-6	93.603134E-6
433.015823E-6	-366.401672E-6	12.683868E-6	-483.560562E-6	-723.218918E-6	255.775452E-6	-409.173965E-6	93.889236E-6
433.826447E-6	-365.447998E-6	12.683868E-6	-483.369827E-6	-722.694397E-6	256.156921E-6	-409.173965E-6	94.079971E-6
433.111191E-6	-364.351273E-6	11.825562E-6	-483.322144E-6	-722.122192E-6	256.395340E-6	-409.936905E-6	92.935562E-6
433.635712E-6	-364.494324E-6	11.730194E-6	-484.085083E-6	-722.265244E-6	256.824493E-6	-410.795212E-6	92.458725E-6
433.254242E-6	-364.923477E-6	11.730194E-6	-484.180450E-6	-722.122192E-6	257.062912E-6	-409.173965E-6	92.887878E-6
434.589386E-6	-366.306305E-6	12.683868E-6	-484.609604E-6	-721.883774E-6	256.347656E-6	-408.744812E-6	92.840195E-6
433.731079E-6	-365.686417E-6	11.873245E-6	-483.798981E-6	-722.932816E-6	256.681442E-6	-410.413742E-6	92.411041E-6
433.588028E-6	-365.447998E-6	10.919571E-6	-483.131409E-6	-722.503662E-6	255.966187E-6	-410.413742E-6	91.838837E-6
433.778763E-6	-366.544724E-6	11.253357E-6	-483.226776E-6	-722.360611E-6	256.204605E-6	-410.175323E-6	92.983246E-6
434.255600E-6	-366.401672E-6	11.920929E-6	-483.322144E-6	-722.312927E-6	256.681442E-6	-410.318375E-6	93.460083E-6
432.920456E-6	-366.115570E-6	12.350082E-6	-483.226776E-6	-721.979141E-6	256.872177E-6	-409.269333E-6	92.792511E-6
433.635712E-6	-365.304947E-6	11.920929E-6	-483.703613E-6	-722.217560E-6	256.156921E-6	-408.601761E-6	92.220306E-6
433.349609E-6	-364.494324E-6	11.825562E-6	-484.037399E-6	-722.885132E-6	255.775452E-6	-410.223007E-6	92.458725E-6
434.160233E-6	-364.589691E-6	12.445450E-6	-483.751297E-6	-722.932816E-6	255.823135E-6	-408.935547E-6	93.269348E-6
